,name,photo,birthday,url,player_id,teams
7578,Tiago Mandi,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/05/1995,/tiago-mandi/profil/spieler/520378,520378,[6347]
7579,Magno,https://tmssl.akamaized.net/images/portrait/header/default.jpg,30/10/1993,/magno/profil/spieler/520379,520379,[6347]
7580,Romarinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/03/1993,/romarinho/profil/spieler/616415,616415,[6347]
7581,Moisés,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/07/1986,/moises/profil/spieler/413297,413297,"[6347, 5677]"
7582,Anderson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/03/1997,/anderson/profil/spieler/603424,603424,"[6347, 8294]"
7583,Pablo Santos,https://tmssl.akamaized.net/images/portrait/header/265648-1582559633.png,18/03/1992,/pablo-santos/profil/spieler/265648,265648,[6347]
7584,Wesley Dias Claudino,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/06/1995,/wesley-dias-claudino/profil/spieler/520396,520396,[6347]
7585,Ricardo Capanema,https://tmssl.akamaized.net//bilder/spielerfotos/s_265640_6347_2012_1.jpg,1/01/1985,/ricardo-capanema/profil/spieler/265640,265640,"[6347, 3319]"
7586,Wilkerson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/05/1996,/wilkerson/profil/spieler/530399,530399,[6347]
7587,Ilaílson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,9/04/1985,/ilailson/profil/spieler/417861,417861,[6347]
7588,Cleyton,https://tmssl.akamaized.net//bilder/spielerfotos/s_236549_2990_2012_1.jpg,24/02/1990,/cleyton/profil/spieler/236549,236549,"[6347, 27214, 7209]"
7589,André Rosa,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/01/1997,/andre-rosa/profil/spieler/547736,547736,[6347]
7590,Leandro Cearense,https://tmssl.akamaized.net//bilder/spielerfotos/s_189602_5677_2010_1.jpg,22/04/1985,/leandro-cearense/profil/spieler/189602,189602,"[6347, 5677]"
7591,Rivaldinho,https://tmssl.akamaized.net/images/portrait/header/313968-1444735121.jpg,29/04/1995,/rivaldinho/profil/spieler/313968,313968,"[6347, 1784]"
7592,Wallace,https://tmssl.akamaized.net//bilder/spielerfotos/s_265647_6347_2012_1.jpg,23/01/1992,/wallace/profil/spieler/265647,265647,[6347]
7593,Marquinhos,https://tmssl.akamaized.net//bilder/spielerfotos/s_265663_6347_2012_1.jpg,7/05/1992,/marquinhos/profil/spieler/265663,265663,[6347]
7594,Magno Alves,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/06/1990,/magno-alves/profil/spieler/373197,373197,[6347]
7595,Paulo Otávio,https://tmssl.akamaized.net/images/portrait/header/221611-1532082768.jpg,23/11/1994,/paulo-otavio/profil/spieler/221611,221611,[6347]
7596,Gilson Alves,https://tmssl.akamaized.net/images/portrait/header/347286-1487186025.jpg,23/01/1990,/gilson-alves/profil/spieler/347286,347286,"[6347, 10560, 21599]"
7597,Billy,https://tmssl.akamaized.net//bilder/spielerfotos/s_265631_6347_2012_1.jpg,4/07/1989,/billy/profil/spieler/265631,265631,[6347]
7598,Marquinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/12/1996,/marquinho/profil/spieler/407550,407550,[6347]
7599,Djalma,https://tmssl.akamaized.net//bilder/spielerfotos/s_265657_6347_2012_1.jpg,1/06/1992,/djalma/profil/spieler/265657,265657,[6347]
7600,Paulo Victor,https://tmssl.akamaized.net//bilder/spielerfotos/s_265635_6347_2012_1.jpg,11/05/1992,/paulo-victor/profil/spieler/265635,265635,[6347]
7601,Thiago Costa,https://tmssl.akamaized.net//bilder/spielerfotos/s_265636_6347_2012_1.jpg,5/10/1993,/thiago-costa/profil/spieler/265636,265636,[6347]
7602,Adson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/01/1980,/adson/profil/spieler/281860,281860,[6347]
7603,Bryan,https://tmssl.akamaized.net//bilder/spielerfotos/s_265630_6347_2012_1.jpg,4/07/1989,/bryan/profil/spieler/265630,265630,[6347]
7604,Gleison,https://tmssl.akamaized.net//bilder/spielerfotos/s_265665_6347_2012_1.jpg,21/01/1992,/gleison/profil/spieler/265665,265665,[6347]
7605,Romário,https://tmssl.akamaized.net//bilder/spielerfotos/s_265643_6347_2012_1.jpg,4/06/1993,/romario/profil/spieler/265643,265643,[6347]
7606,Elielton,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/08/1994,/elielton/profil/spieler/679079,679079,[6347]
7607,Marcio José,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/03/1996,/marcio-jose/profil/spieler/679077,679077,[6347]
7608,Murilo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/03/1995,/murilo/profil/spieler/679083,679083,[6347]
7609,Cassinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/08/1992,/cassinho/profil/spieler/256362,256362,"[6347, 8433]"
7610,Helisson,https://tmssl.akamaized.net//bilder/spielerfotos/s_265638_6347_2012_1.jpg,27/05/1991,/helisson/profil/spieler/265638,265638,[6347]
7611,Lineker,https://tmssl.akamaized.net//bilder/spielerfotos/s_265641_6347_2012_1.jpg,13/07/1992,/lineker/profil/spieler/265641,265641,[6347]
7612,Jefferson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/01/1995,/jefferson/profil/spieler/679078,679078,[6347]
7613,Araújo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,27/06/1994,/araujo/profil/spieler/679081,679081,[6347]
7614,Caio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/10/1996,/caio/profil/spieler/679082,679082,[6347]
7615,Chileno,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/02/1994,/chileno/profil/spieler/679080,679080,[6347]
7616,Heliton,https://tmssl.akamaized.net//bilder/spielerfotos/s_265661_6347_2012_1.jpg,15/02/1989,/heliton/profil/spieler/265661,265661,[6347]
7617,Bruno,https://tmssl.akamaized.net//bilder/spielerfotos/s_265698_6347_2012_1.jpg,2/01/1993,/bruno/profil/spieler/265698,265698,[6347]
7618,Hadson Nery,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/08/1981,/hadson-nery/profil/spieler/44785,44785,[6347]
7619,Martín Cortés,https://tmssl.akamaized.net//bilder/spielerfotos/s_20223_14723_2010_1.jpg,7/01/1983,/martin-cortes/profil/spieler/20223,20223,[6347]
7620,Elton Lira,https://tmssl.akamaized.net//bilder/spielerfotos/s_69977_168_2012_1.jpg,21/09/1986,/elton-lira/profil/spieler/69977,69977,"[6347, 11449, 15656]"
7621,Ronaldo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,21/07/1975,/ronaldo/profil/spieler/26518,26518,[6347]
7622,Carabina,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/09/1974,/carabina/profil/spieler/26519,26519,[6347]
7623,Luis Fernando,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/01/1975,/luis-fernando/profil/spieler/26521,26521,[6347]
7624,Dênis,https://tmssl.akamaized.net/images/portrait/header/default.jpg,27/06/1974,/denis/profil/spieler/26522,26522,[6347]
7625,Bebeto Campos,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/11/1975,/bebeto-campos/profil/spieler/26529,26529,[6347]
7626,Alexandre Pinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/07/1976,/alexandre-pinho/profil/spieler/26527,26527,[6347]
7627,Alemão,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/03/1975,/alemao/profil/spieler/26528,26528,[6347]
7628,Jobson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/05/1974,/jobson/profil/spieler/26530,26530,[6347]
7629,Lecheva,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/04/1974,/lecheva/profil/spieler/26531,26531,[6347]
7630,Jairo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/10/1983,/jairo/profil/spieler/26532,26532,[6347]
7631,Zé Augusto,https://tmssl.akamaized.net/images/portrait/header/default.jpg,19/03/1974,/ze-augusto/profil/spieler/26534,26534,[6347]
7632,Balão,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/05/1975,/balao/profil/spieler/26537,26537,[6347]
7633,Borges,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/01/1986,/borges/profil/spieler/26538,26538,[6347]
7634,Vinicius,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/12/1973,/vinicius/profil/spieler/26539,26539,[6347]
7635,Edmar Sucuri,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/10/1989,/edmar-sucuri/profil/spieler/726079,726079,[3973]
7636,Fernandes,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/06/1994,/fernandes/profil/spieler/726080,726080,[3973]
7637,Bruno Oliveira,https://tmssl.akamaized.net/images/portrait/header/default.jpg,9/06/1996,/bruno-oliveira/profil/spieler/552810,552810,[3973]
7638,Badhuga,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/02/1989,/badhuga/profil/spieler/726084,726084,[3973]
7639,Gleissinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/01/1996,/gleissinho/profil/spieler/726081,726081,[3973]
7640,China,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/08/1993,/china/profil/spieler/726082,726082,[3973]
7641,Alex Murici,https://tmssl.akamaized.net/images/portrait/header/default.jpg,28/05/1989,/alex-murici/profil/spieler/553718,553718,"[3973, 1753]"
7642,Aldo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/02/1998,/aldo/profil/spieler/539396,539396,"[3973, 17561]"
7643,Esquerdinha,https://tmssl.akamaized.net/images/portrait/header/377148-1439968734.jpg,21/05/1991,/esquerdinha/profil/spieler/377148,377148,"[3973, 3319]"
7644,Peninha,https://tmssl.akamaized.net/images/portrait/header/default.jpg,26/04/1993,/peninha/profil/spieler/726085,726085,[3973]
7645,Fabinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,31/10/1995,/fabinho/profil/spieler/726086,726086,[3973]
7646,Romarinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,16/06/1990,/romarinho/profil/spieler/547556,547556,[3973]
7647,Manoel,https://tmssl.akamaized.net/images/portrait/header/158488-1487319957.jpg,1/02/1989,/manoel/profil/spieler/158488,158488,"[3973, 17561]"
7648,Vitor Mariano,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/10/2000,/vitor-mariano/profil/spieler/726087,726087,[3973]
7649,Thomás,https://tmssl.akamaized.net/images/portrait/header/default.jpg,29/01/1996,/thomas/profil/spieler/726088,726088,[3973]
7650,Charles,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/04/1994,/charles/profil/spieler/552996,552996,"[3973, 17561]"
7651,Julio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/01/1998,/julio/profil/spieler/380351,380351,[3973]
7652,Fernando Pires,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/10/1988,/fernando-pires/profil/spieler/553711,553711,"[3973, 1753]"
7653,Wallace,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/07/1992,/wallace/profil/spieler/248809,248809,"[3973, 7014]"
7654,Gabriel,https://tmssl.akamaized.net/images/portrait/header/default.jpg,14/06/1993,/gabriel/profil/spieler/597077,597077,"[3973, 17561, 7014]"
7655,Victor,https://tmssl.akamaized.net//bilder/spielerfotos/s_112491_3973_2010_1.jpg,5/01/1990,/victor/profil/spieler/112491,112491,[3973]
7656,Matheus,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/03/1995,/matheus/profil/spieler/325280,325280,[3973]
7657,Michel Platini,https://tmssl.akamaized.net//bilder/spielerfotos/s_80568_208_2009_1.jpg,8/09/1983,/michel-platini/profil/spieler/80568,80568,[3973]
7658,Guto,https://tmssl.akamaized.net//bilder/spielerfotos/s_107019_3973_2010_1.jpg,27/01/1976,/guto/profil/spieler/107019,107019,[3973]
7659,Ângelo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/11/1983,/angelo/profil/spieler/348872,348872,"[3973, 5677]"
7660,Tozo,https://tmssl.akamaized.net//bilder/spielerfotos/s_48620_820_2009_1.jpg,15/08/1980,/tozo/profil/spieler/48620,48620,[3973]
7661,Césinha,https://tmssl.akamaized.net//bilder/spielerfotos/s_22945_9465_2012_1.jpg,12/03/1980,/cesinha/profil/spieler/22945,22945,[3973]
7662,Jefferson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,15/02/1986,/jefferson/profil/spieler/189163,189163,"[3973, 15064]"
7663,Rodrigo Cardoso,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/08/1989,/rodrigo-cardoso/profil/spieler/149929,149929,"[3973, 5677]"
7664,Ênio,https://tmssl.akamaized.net//bilder/spielerfotos/s_212218_3330_2010_2.jpg,11/03/1985,/enio/profil/spieler/212218,212218,[3973]
7665,Padovani,https://tmssl.akamaized.net//bilder/spielerfotos/s_80045_3973_2010_1.jpg,21/12/1983,/padovani/profil/spieler/80045,80045,[3973]
7666,Moacri,https://tmssl.akamaized.net//bilder/spielerfotos/s_106992_3973_2010_1.jpg,20/10/1981,/moacri/profil/spieler/106992,106992,[3973]
7667,Miltão,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/03/1990,/miltao/profil/spieler/155111,155111,[3973]
7668,Daniel,https://tmssl.akamaized.net/images/portrait/header/default.jpg,26/01/1986,/daniel/profil/spieler/149760,149760,[3973]
7669,Felipe,https://tmssl.akamaized.net/images/portrait/header/default.jpg,31/01/1985,/felipe/profil/spieler/164986,164986,[3973]
7670,Celso,https://tmssl.akamaized.net/images/portrait/header/default.jpg,9/02/1991,/celso/profil/spieler/146601,146601,[3973]
7671,Artur,https://tmssl.akamaized.net//bilder/spielerfotos/s_112493_3973_2010_1.jpg,24/03/1989,/artur/profil/spieler/112493,112493,[3973]
7672,Santiago,https://tmssl.akamaized.net//bilder/spielerfotos/s_112877_15656_2010_1.jpg,18/02/1980,/santiago/profil/spieler/112877,112877,"[3973, 15656]"
7673,Leandro Assis,https://tmssl.akamaized.net//bilder/spielerfotos/Q/r/s_80129_5677_2009_1.jpg,18/01/1985,/leandro-assis/profil/spieler/80129,80129,"[3973, 5677, 15064]"
7674,Iranildo,https://tmssl.akamaized.net//bilder/spielerfotos/s_107000_3973_2010_1.jpg,17/10/1976,/iranildo/profil/spieler/107000,107000,[3973]
7675,Kévin Dolmadjian,https://tmssl.akamaized.net//bilder/spielerfotos/s_112492_895_2010_1.jpg,27/05/1991,/kevin-dolmadjian/profil/spieler/112492,112492,[3973]
7676,Osmair,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/06/1975,/osmair/profil/spieler/107028,107028,[3973]
7677,Perivaldo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,9/05/1982,/perivaldo/profil/spieler/116042,116042,[3973]
7678,Ânderson Santos,https://tmssl.akamaized.net/images/portrait/header/default.jpg,30/11/1978,/anderson-santos/profil/spieler/125006,125006,[3973]
7679,Kaká,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/06/1981,/kaka/profil/spieler/115219,115219,"[3973, 7014]"
7680,Anderson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/08/1986,/anderson/profil/spieler/125374,125374,[3973]
7681,Chefe,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/06/1984,/chefe/profil/spieler/112487,112487,[3973]
7682,Diogo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,5/08/1988,/diogo/profil/spieler/112484,112484,[3973]
7683,Thiago Félix,https://tmssl.akamaized.net//bilder/spielerfotos/s_107011_3973_2010_1.jpg,17/01/1988,/thiago-felix/profil/spieler/107011,107011,"[3973, 7014]"
7684,Juninho,https://tmssl.akamaized.net//bilder/spielerfotos/s_106994_5677_2010_1.jpg,23/08/1981,/juninho/profil/spieler/106994,106994,"[3973, 5677]"
7685,David,https://tmssl.akamaized.net//bilder/spielerfotos/s_107025_3973_2010_1.jpg,18/02/1990,/david/profil/spieler/107025,107025,[3973]
7686,Moisés,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/12/1983,/moises/profil/spieler/107027,107027,[3973]
7687,Didão,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/09/1981,/didao/profil/spieler/112569,112569,[3973]
7688,Mateus,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/11/1980,/mateus/profil/spieler/127809,127809,"[3973, 17561]"
7689,Maninho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/08/1976,/maninho/profil/spieler/113099,113099,[3973]
7690,Wellington Dias,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/10/1977,/wellington-dias/profil/spieler/106996,106996,[3973]
7691,Janailson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/05/1990,/janailson/profil/spieler/107020,107020,[3973]
7692,Ricardinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_48219_22952_2010_1.jpg,10/03/1978,/ricardinho/profil/spieler/48219,48219,"[3973, 22952]"
7693,Moré,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/02/1981,/more/profil/spieler/68838,68838,"[3973, 5677, 16441, 22952]"
7694,Victor Souza,https://tmssl.akamaized.net/images/portrait/header/default.jpg,31/08/1992,/victor-souza/profil/spieler/628522,628522,"[11449, 28022]"
7695,Hugo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,29/08/1997,/hugo/profil/spieler/730708,730708,"[11449, 20092]"
7696,Matheus Paquetá,https://tmssl.akamaized.net/images/portrait/header/647252-1549040726.jpg,12/03/1995,/matheus-paqueta/profil/spieler/647252,647252,[11449]
7697,Orlando,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/03/2001,/orlando/profil/spieler/675530,675530,[11449]
7698,Crismério,https://tmssl.akamaized.net//bilder/spielerfotos/s_214193_11449_2010_1.jpg,17/12/1990,/crismerio/profil/spieler/214193,214193,[11449]
7699,Luiz Fernando,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/09/1995,/luiz-fernando/profil/spieler/670390,670390,[11449]
7700,Guilherme,https://tmssl.akamaized.net/images/portrait/header/default.jpg,28/01/1993,/guilherme/profil/spieler/643378,643378,[11449]
7701,Israel,https://tmssl.akamaized.net/images/portrait/header/default.jpg,5/12/1993,/israel/profil/spieler/551656,551656,"[11449, 3334]"
7702,Patrik,https://tmssl.akamaized.net/images/portrait/header/default.jpg,5/03/1995,/patrik/profil/spieler/659728,659728,[11449]
7703,Gustavo Balotelli,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/06/1996,/gustavo-balotelli/profil/spieler/343794,343794,[11449]
7704,Dudu,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/04/1999,/dudu/profil/spieler/532785,532785,[11449]
7705,Renan,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/01/1999,/renan/profil/spieler/599062,599062,[11449]
7706,Erik,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/09/1999,/erik/profil/spieler/599063,599063,[11449]
7707,Olívio,https://tmssl.akamaized.net//bilder/spielerfotos/s_186575_17561_2010_2.jpg,21/12/1987,/olivio/profil/spieler/186575,186575,"[11449, 17561]"
7708,Gabriel,https://tmssl.akamaized.net/images/portrait/header/default.jpg,16/07/2001,/gabriel/profil/spieler/599064,599064,[11449]
7709,Marcelo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,24/06/1988,/marcelo/profil/spieler/554457,554457,"[11449, 27214]"
7710,Elias,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/09/1993,/elias/profil/spieler/443719,443719,"[11449, 10560]"
7711,Rodrigo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,24/02/1997,/rodrigo/profil/spieler/416366,416366,[11449]
7712,Everton,https://tmssl.akamaized.net/images/portrait/header/default.jpg,21/05/1995,/everton/profil/spieler/525536,525536,[11449]
7713,Jorginho,https://tmssl.akamaized.net//bilder/spielerfotos/s_179050_20092_2012_1.jpg,15/08/1990,/jorginho/profil/spieler/179050,179050,"[11449, 20092]"
7714,Rafinha Pontes,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/07/1995,/rafinha-pontes/profil/spieler/547728,547728,[11449]
7715,Maxwell,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/02/1995,/maxwell/profil/spieler/357091,357091,"[11449, 28022, 8294]"
7716,Clebinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,14/01/1988,/clebinho/profil/spieler/373196,373196,[11449]
7717,Franco Razzotti,https://tmssl.akamaized.net//bilder/spielerfotos/s_53508_1029_2011_1.jpg,6/02/1985,/franco-razzotti/profil/spieler/53508,53508,[11449]
7718,Altair,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/07/1996,/altair/profil/spieler/674837,674837,[11449]
7719,Bruno Nascimento,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/01/1996,/bruno-nascimento/profil/spieler/377511,377511,[11449]
7720,Nilson Júnior,https://tmssl.akamaized.net//bilder/spielerfotos/s_211305_11449_2010_1.jpg,9/09/1991,/nilson-junior/profil/spieler/211305,211305,[11449]
7721,Sergio Raphael,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/10/1992,/sergio-raphael/profil/spieler/307747,307747,[11449]
7722,Hyago,https://tmssl.akamaized.net/images/portrait/header/default.jpg,29/05/1992,/hyago/profil/spieler/373288,373288,[11449]
7723,Léo Silva,https://tmssl.akamaized.net//bilder/spielerfotos/s_230304_3197_2012_1.jpg,11/04/1990,/leo-silva/profil/spieler/230304,230304,[11449]
7724,Valkenedy,https://tmssl.akamaized.net/images/portrait/header/336701-1508861165.jpg,13/06/1993,/valkenedy/profil/spieler/336701,336701,[11449]
7725,João Henrique,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/01/1987,/joao-henrique/profil/spieler/347055,347055,"[11449, 7209]"
7726,Dudu,https://tmssl.akamaized.net//bilder/spielerfotos/s_176893_1436_2010_1.jpg,20/09/1991,/dudu/profil/spieler/176893,176893,"[11449, 8294]"
7727,Zé Paulo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,16/05/1987,/ze-paulo/profil/spieler/179035,179035,"[11449, 21599, 1753]"
7728,Jefferson Kanu,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/02/1990,/jefferson-kanu/profil/spieler/377976,377976,"[11449, 20092]"
7729,Tiago,https://tmssl.akamaized.net//bilder/spielerfotos/s_212572_11449_2010_1.jpg,13/07/1989,/tiago/profil/spieler/212572,212572,[11449]
7730,Filipe,https://tmssl.akamaized.net//bilder/spielerfotos/s_211299_11449_2012_1.jpg,26/04/1985,/filipe/profil/spieler/211299,211299,"[11449, 7209, 4906]"
7731,Diego Aragão,https://tmssl.akamaized.net//bilder/spielerfotos/s_214199_11449_2012_1.jpg,29/10/1986,/diego-aragao/profil/spieler/214199,214199,"[11449, 22952]"
7732,Cristiano,https://tmssl.akamaized.net//bilder/spielerfotos/s_211302_11449_2012_1.jpg,1/07/1977,/cristiano/profil/spieler/211302,211302,[11449]
7733,Ítalo,https://tmssl.akamaized.net//bilder/spielerfotos/s_211303_11449_2012_1.jpg,22/02/1989,/italo/profil/spieler/211303,211303,[11449]
7734,Rodrigão,https://tmssl.akamaized.net//bilder/spielerfotos/s_214195_11449_2012_1.jpg,22/04/1985,/rodrigao/profil/spieler/214195,214195,[11449]
7735,Carlos Magno,https://tmssl.akamaized.net//bilder/spielerfotos/s_188958_17561_2012_1.jpg,29/01/1986,/carlos-magno/profil/spieler/188958,188958,"[11449, 17561, 15064]"
7736,Paulo Victor,https://tmssl.akamaized.net//bilder/spielerfotos/s_147411_17561_2012_1.jpg,9/06/1986,/paulo-victor/profil/spieler/147411,147411,"[11449, 17561, 16441]"
7737,Ricardinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_226746_11449_2012_1.jpg,21/05/1984,/ricardinho/profil/spieler/226746,226746,"[11449, 1693, 16441]"
7738,Luiz Paulo,https://tmssl.akamaized.net//bilder/spielerfotos/s_226871_17561_2012_1.jpg,9/07/1990,/luiz-paulo/profil/spieler/226871,226871,"[11449, 17561]"
7739,Jeorge,https://tmssl.akamaized.net//bilder/spielerfotos/s_214203_11449_2010_1.jpg,28/08/1991,/jeorge/profil/spieler/214203,214203,"[11449, 16441]"
7740,Rodrigo Barros,https://tmssl.akamaized.net//bilder/spielerfotos/s_210782_11449_2010_1.jpg,21/03/1987,/rodrigo-barros/profil/spieler/210782,210782,[11449]
7741,Pio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/01/1986,/piotm/profil/spieler/141041,141041,[11449]
7742,Bruno Moreno,https://tmssl.akamaized.net//bilder/spielerfotos/s_112899_15656_2010_1.jpg,23/04/1986,/bruno-moreno/profil/spieler/112899,112899,"[11449, 15656]"
7743,Cleiton,https://tmssl.akamaized.net//bilder/spielerfotos/D/x/s_33660_2007_1.jpg,21/12/1979,/cleiton/profil/spieler/33660,33660,"[11449, 20092]"
7744,Paulinho,https://tmssl.akamaized.net//bilder/spielerfotos/s_4851_20558_2013_07_25_1.jpg,18/07/1981,/paulinho/profil/spieler/4851,4851,[11449]
7745,Diogo,https://tmssl.akamaized.net//bilder/spielerfotos/I/d/s_80032_10010_2008_1.jpg,31/07/1987,/diogo/profil/spieler/80032,80032,[11449]
7746,Nilson Sergipano,https://tmssl.akamaized.net//bilder/spielerfotos/k/f/s_33539_2005_1.jpg,17/07/1980,/nilson-sergipano/profil/spieler/33539,33539,"[11449, 1753]"
7747,Marcinho Beija-Flor,https://tmssl.akamaized.net//bilder/spielerfotos/H/T/s_59798_2007_1.jpg,21/12/1979,/marcinho-beija-flor/profil/spieler/59798,59798,"[11449, 21829]"
7748,Givaldo,https://tmssl.akamaized.net//bilder/spielerfotos/g/M/s_56349_15656_2008_1.jpg,17/09/1984,/givaldo/profil/spieler/56349,56349,"[11449, 15656]"
7749,Leonardo Sulzbach,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/01/2000,/leonardo-sulzbach/profil/spieler/468326,468326,[9030]
7750,Jordan,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/04/1999,/jordan/profil/spieler/546532,546532,[9030]
7751,Andrion,https://tmssl.akamaized.net/images/portrait/header/default.jpg,16/11/1999,/andrion/profil/spieler/740290,740290,[9030]
7752,Guilherme Martineli,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/05/1999,/guilherme-martineli/profil/spieler/734147,734147,[9030]
7753,Matheus Ribeiro,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/01/2000,/matheus-ribeiro/profil/spieler/674154,674154,[9030]
7754,Jonata Machado,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/07/1999,/jonata-machado/profil/spieler/669933,669933,[9030]
7755,Edson Silva,https://tmssl.akamaized.net/images/portrait/header/default.jpg,9/04/1999,/edson-silva/profil/spieler/740289,740289,[9030]
7756,Luketa,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/03/1999,/luketa/profil/spieler/670015,670015,[9030]
7757,Ronald,https://tmssl.akamaized.net/images/portrait/header/default.jpg,5/02/1997,/ronald/profil/spieler/612706,612706,[9030]
7758,Gustavo Henrique,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/08/1995,/gustavo-henrique/profil/spieler/646004,646004,"[9030, 5677]"
7759,Dodô,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/02/2000,/dodo/profil/spieler/670014,670014,[9030]
7760,Rodrigo Viana,https://tmssl.akamaized.net/images/portrait/header/default.jpg,14/11/1989,/rodrigo-viana/profil/spieler/375811,375811,"[9030, 27214, 3319, 8433]"
7761,João Vítor,https://tmssl.akamaized.net//bilder/spielerfotos/s_212223_7209_2010_1.jpg,14/06/1991,/joao-vitor/profil/spieler/212223,212223,[9030]
